	name	explicit	artists	album_name	key	mode	time_signature	genre	duration_ms	popularity	danceability	energy	loudness	speechiness	acousticness	instrumentalness	liveness	valence	tempo
18	Three Black Cats	False	CoComelon	Halloween Party	0	1.0	3.0	disney	0.0251506580356563	0.1590909090909091	0.895338800172637	0.3949877787531308	0.7154401270428368	0.0193789914115833	0.4879518072289157	1.76e-05	0.0878460912052117	0.8884422110552764	0.5505854271488883
19	Dust till Dawn	False	Dusty Decks	Solid Centre	10	0.0	4.0	study	0.0275090277720175	0.5113636363636364	0.7485973241260251	0.5709913340249473	0.7961485114680282	0.1059238053292226	0.0265060240963855	0.888	0.0920195439739413	0.7135678391959799	0.3135492079515043
20	Beqaaboo	False	OAFF;Savera;Shalmali Kholgade;Kausar Munir	Gehraiyaan (Original Motion Picture Soundtrack)	9	1.0	4.0	indian	0.0405038475068906	0.6022727272727273	0.6752265861027191	0.6629931924624878	0.810340322029469	0.0310504294208324	0.0221887550200803	0.00609	0.3454804560260586	0.5135678391959799	0.4924370278071323
21	Brokedown Palace 9/25: The Caverns - Live	False	Greensky Bluegrass	Courage for the Road: Fall 2019 (Live)	5	1.0	4.0	bluegrass	0.0787764288910173	0.2272727272727272	0.4324557617608978	0.336986607129464	0.616821114841096	0.0157454305219114	0.7961847389558233	0.00148	0.92671009771987	0.250251256281407	0.4904759651530206
22	→	False	SILENT SIREN	Silent Siren Selection	9	1.0	4.0	j-idol	0.063833093682438	0.2045454545454545	0.5058264997842037	0.8049960609204306	0.8274669829336443	0.0229024443955075	0.0061044176706827	0.0	0.2579397394136808	0.6190954773869347	0.7665757112138084
23	Ukon Laulu	False	Lepoka	Bibere Vivere	7	1.0	4.0	spanish	0.0564320527501952	0.3068181818181818	0.345058264997842	0.9269985253702124	0.8533378897219933	0.0739925126624091	0.0003664658634538	0.000162	0.0775651465798045	0.4814070351758794	0.78700125655221
24	Monday Morning Before Work	False	Kelpe	Kyverdale Road	8	1.0	4.0	idm	0.0502754562190261	0.1477272727272727	0.7593871385412171	0.1529828902543831	0.4626811667035198	0.0266461131909271	0.8604417670682731	0.952	0.0960912052117263	0.4783919597989949	0.3820391897078384
25	えっと干支がーる	False	夜光性アミューズ	えっと干支がーる	10	1.0	4.0	j-idol	0.0445862887159802	0.3181818181818182	0.6806214933103151	0.8979979395583791	0.8367539751140773	0.0292887029288702	0.0174698795180722	0.0	0.3169788273615635	0.8120603015075377	0.3664453242062427
26	Soim In Vazduh	False	Bucovina	Sub Stele	0	1.0	4.0	black-metal	0.0965560531815181	0.2272727272727272	0.4788519637462236	0.9739994747893908	0.8354071602307677	0.0652939881083461	0.0002479919678714	0.349	0.2447068403908795	0.2331658291457286	0.6554523325078995
27	Doug's Tune	False	The Dillards	Back Porch Bluegrass	3	1.0	4.0	bluegrass	0.0280618431048607	0.3181818181818182	0.370953819594303	0.9329986465726609	0.7440247653124813	0.0302796740805989	0.2761044176706828	0.969	0.0849959283387622	0.9819095477386934	0.5529302902688181
