name,explicit,artists,album_name,key,mode,time_signature,genre,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Vou Te Procurar,False,Asas Livres,Asas Livres & Pablo: Retrô (Ao Vivo),0,,4.0,forro,0.047005404709127896,0.0,0.7842037116961589,0.5409907280127059,0.7807706997406879,0.0059458269103721635,0.08805220883534137,1.58e-05,0.5714576547231269,0.8341708542713567,0.5182830975326362
Isso Aquí Tá Bom Demais,False,Dominguinhos,Nas Costas Do Brasil,2,1.0,,forro,0.03244679579352908,0.6022727272727273,0.72809667673716,0.8019960003192065,0.7814340563250046,0.022241796961021798,0.25702811244979923,0.00262,0.30781758957654726,0.8130653266331659,0.576594480633849
The Light Tears Apart,False,Shivered,Journey to Fade,4,0.0,4.0,iranian,0.05743985510675972,0.0,0.4205869659041865,0.9319986263722527,0.8343216676382496,0.05362255009909711,2.4799196787148596e-05,0.00178,0.36991042345276876,0.4562814070351759,0.6814456133709773
i loved you first,False,joan,i loved you first,0,1.0,,sleep,0.05021373411875722,0.5681818181818182,0.5425118687958568,0.2759853749045731,0.7435222224455746,0.004514424135652939,0.08654618473895583,6.89e-06,0.08988192182410425,0.21708542713567838,0.2350015509744851
Filho de Davi,False,Tony Allysson,Poderoso Deus,2,1.0,4.0,brazil,0.08117700385799721,0.5568181818181818,0.5662494605092792,0.6349926268510624,0.8293163406838603,0.005505395287381631,0.6636546184738956,0.0,0.12866449511400654,0.34472361809045227,0.5660163088910268
"Tere Siva Jag Mein (From ""Tadap"")",False,Pritam;Shilpa Rao;Darshan Raval;Charan,"Tere Siva Jag Mein (From ""Tadap"")",5,,4.0,indian,0.04483561672576212,0.5,0.7583081570996979,0.7989959397179823,0.8214163668160894,0.04998898920942523,0.08975903614457831,0.00044,0.11950325732899024,0.7125628140703517,0.48221111128636246
Homophobia,True,Tension Prophecy,Death Metal From Iran,1,1.0,4.0,iranian,0.061619392742359266,0.0,0.19939577039274925,0.7769954953090052,0.8163507347176715,0.14115833516846507,0.010642570281124497,0.73,0.246742671009772,0.15678391959798996,0.3259675189140024
Ajab Adaayein,False,Swattrex,Ajab Adaayein,4,1.0,4.0,indian,0.04220645042300376,0.5227272727272727,0.6622788088044886,0.19298369827070508,0.5759543289042556,0.009689495705791678,0.8704819277108433,0.000222,0.0981270358306189,0.3085427135678392,0.31780781585989704
The Remedy,True,Puscifer,Money Shot,11,0.0,5.0,industrial,0.08439850715464045,0.13636363636363635,0.4454035390591283,0.7589951317016603,0.7727702172995357,0.009138956177053511,0.030522088353413655,0.0405,0.16225570032573292,0.6623115577889448,0.7870485744178587
Long Hot Summer Days,False,John Hartford,Mark Twang,9,1.0,,bluegrass,0.06526441211041278,0.36363636363636365,0.5802762192490288,0.1769833750641763,0.5888194262970632,0.06419290905086986,0.929718875502008,0.00106,0.28745928338762217,0.5246231155778894,0.213650678485618
Acalma Minha Tempestade,False,Frei Gilson,Eu Vou Crer em Ti,10,,4.0,brazil,0.08870661216906098,0.6363636363636364,0.523090202848511,0.9069981213620515,0.7983194966530645,0.031600968949570575,0.056927710843373495,9.07e-06,0.16938110749185667,0.34673366834170855,0.5451649027617861
Cloudy Daze - Ham Mix,False,Bang!,Cloudy Daze,10,,4.0,happy,0.07384402800865963,0.26136363636363635,0.5824341821320673,0.5879916774318841,0.6466922628500211,0.022241796961021798,0.0031626506024096386,0.124,0.05323697068403909,0.32964824120603015,0.733610931478473
La Lola,False,Café Quijano,La Extraordinaria Paradoja Del Sonido Quijano,9,0.0,4.0,spanish,0.042956630100184974,0.7613636363636364,0.7248597324126025,0.7899957579143099,0.848252155908899,0.08720546135212508,0.06485943775100401,0.00883,0.1113599348534202,0.871356783919598,0.6396481653811981
Des fissures apparaissent,False,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),1,1.0,3.0,disney,0.01500505730884812,0.2840909090909091,0.15623651273198103,0.482989556389039,0.6440388365127546,0.030609997797841883,0.8343373493975903,0.927,0.08784609120521174,0.23517587939698495,0.2432664048411434
The Potters Hand,False,Hillsong Worship,Ultimate Worship Vol 1,7,1.0,,iranian,0.057294942349606665,0.48863636363636365,0.2673716012084592,0.45598901097802175,0.8037670613303315,0.0034133450781766114,0.3413654618473896,2.46e-06,0.19686482084690554,0.19396984924623117,0.23274080850459772
Goodbye (feat. Xillions),False,le Shuuk;Xillions,Goodbye (feat. Xillions),1,0.0,,techno,0.03275223480355539,0.6022727272727273,0.686016400517911,0.8009959801187985,0.8460811707238628,0.10922704250165162,0.03604417670682731,0.000547,0.06382328990228014,0.5165829145728643,0.5874775897330747
Summer Wages,False,J.D. Crowe & The New South,J.D. Crowe & the New South,11,1.0,,bluegrass,0.060564018016022375,0.23863636363636365,0.5738023305999136,0.18398351646703265,0.645224837678654,0.009359171988548779,0.6987951807228915,0.000177,0.16836319218241041,0.5115577889447236,0.5167531532099915
E.C.T. - Ao Vivo,False,Cássia Eller,Acústico (Ao Vivo),7,1.0,,brazil,0.04619618650125469,0.5,0.6611998273629695,0.895997899157563,0.7679860092065853,0.10702488438669897,0.6726907630522089,2.99e-06,0.13986156351791532,0.6361809045226131,0.5245500859607892
American Car,False,Keller Williams with The Travelin' McCourys,Pick,2,,4.0,bluegrass,0.06295483454817714,0.19318181818181818,0.5824341821320673,0.5839915966302519,0.7975355297806902,0.004514424135652939,0.5793172690763052,0.00228,0.19482899022801306,0.6683417085427136,0.3453941315331514
Blow the Man Down,False,Mickey Mouse;The Gooey Fish,Mickey Mouse Clubhouse,2,1.0,1.0,disney,0.023582721520129944,0.4772727272727273,0.7248597324126025,0.5519909502171945,0.7550405049550727,0.004624532041400571,0.32228915662650603,0.0,0.09100162866449513,0.9798994974874372,0.3538429993217772
Beaks of Eagles,False,Kelpe,Fourth: The Golden Eagle,10,,4.0,idm,0.06116928493605054,0.125,0.6061717738454898,0.5169902432029126,0.7510804671638491,0.02169125743228364,0.09106425702811245,0.729,0.17447068403908794,0.6472361809045226,0.3404678159650478
Down 4 U - Extended Version; 2017 Remaster,False,Romanthony,Glasgow Underground 1997-2017,5,0.0,,chicago-house,0.11870940796063838,0.07954545454545454,0.8974967630556755,0.5919917582335162,0.7978973606448629,0.040850033032371724,0.000286144578313253,0.0934,0.04468648208469056,0.7115577889447235,0.5155912367312818
For Those Tears I Died,False,The Isaacs,The Living Years,11,1.0,4.0,bluegrass,0.039160598953212694,0.42045454545454547,0.3979283556322832,0.11698216303969342,0.6619896677186564,0.009579387800044043,0.9046184738955824,0.0,0.04377035830618893,0.2321608040201005,0.24647350462400697
Acending,False,So Jao,Acending,5,1.0,3.0,sleep,0.03744994532836889,0.6590909090909091,0.16378938282261546,0.040580619728518515,0.31642109071903834,0.025765249944946046,0.9738955823293173,0.979,0.1337540716612378,0.059497487437185935,0.2985809897845985
Filmes e Histórias,False,Pablo,Um Novo Passo,1,1.0,4.0,forro,0.05069824040782451,0.5227272727272727,0.6428571428571429,0.566991253223315,0.8214565702454419,0.009469279894296407,0.3172690763052209,0.0,0.39230456026058635,0.6381909547738693,0.5341030372812205
Dignity,False,Kahtmayan,Resurrection 1,6,1.0,4.0,iranian,0.07146662932438941,0.022727272727272728,0.5921450151057401,0.9539990707812297,0.848332562767604,0.022241796961021798,0.0004889558232931727,0.000916,0.3576954397394137,0.18592964824120603,0.47128068432148806
Dance Wit U,False,CIRRRCLE,BESTY,10,0.0,4.0,j-dance,0.043349407101896116,0.23863636363636365,0.7658610271903323,0.6229923844461658,0.8165316501497578,0.28870292887029286,0.06556224899598394,0.0,0.016897394136807818,0.8040201005025126,0.39768563061571055
Falling Time,False,Alphaxone,Dystopian Gate,1,,3.0,iranian,0.09922693679315388,0.06818181818181818,0.05697022011221407,0.23298450628702702,0.46171628439905926,0.017947588636864128,0.8463855421686747,0.876,0.13171824104234528,0.03899497487437186,0.27343417296257155
Stupid MF,False,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),0,0.0,4.0,industrial,0.030189181896737218,0.6022727272727273,0.7022011221406992,0.7259944650881948,0.835045329366595,0.11583351684650958,0.007008032128514056,0.0151,0.1581840390879479,0.7296482412060301,0.6395798173530386
與海無關 (《比悲傷更悲傷的故事》影集版插曲),False,告五人,運氣來得若有似無,2,1.0,4.0,mandopop,0.054645039372844914,0.5909090909090909,0.648252050064739,0.22698438508457872,0.6828954509819688,0.007707553402334286,0.9096385542168675,2.14e-05,0.08082247557003258,0.3748743718592965,0.25148394084215286
Het barsten begint,False,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),1,1.0,3.0,disney,0.01500505730884812,0.20454545454545456,0.15623651273198103,0.482989556389039,0.6440388365127546,0.030609997797841883,0.8343373493975903,0.927,0.08784609120521174,0.23517587939698495,0.2432664048411434
Helligdom Av Døde,False,Khold,Svartsyn,2,,,black-metal,0.08684445884355717,0.125,0.44756150194216665,0.6609931520616716,0.6701308621625426,0.01959920722307861,7.801204819277109e-05,0.000738,0.04560260586319218,0.2834170854271357,0.5130518446081292
A System Of Mirrors,False,Robert Hood,Mirror Man,10,0.0,4.0,chicago-house,0.10689121150480432,0.09090909090909091,0.6817004747518344,0.6969938792763614,0.689207389390315,0.015965646333406736,8.443775100401607e-06,0.896,0.058428338762214996,0.1487437185929648,0.5240558771417906
ラッキー7,False,Flower,Hitomi No Oku No Milkyway,7,,4.0,j-idol,0.04237112401067768,0.29545454545454547,0.6698316788951231,0.9139982627649079,0.8700022111886144,0.02631578947368421,0.016064257028112452,0.0,0.02911237785016287,0.7819095477386935,0.32954790408142876
Snart blir jeg majestet,False,Eirik Espolin Johnson;Pernille Sommerfeldt;Anders Hatlo,The Lion King: Special Edition Original Soundtrack (Norwegian Version),6,1.0,4.0,disney,0.03668195650763183,0.4659090909090909,0.6212775140267588,0.752995010499212,0.7685890606468732,0.05780665051750716,0.2620481927710843,9.5e-06,0.07960097719869708,0.8472361809045226,0.36048327313449313
Tell Me If Yuh Like It,True,Vybz Kartel,Tell Me If Yuh Like It,4,0.0,5.0,j-dance,0.04035747098451385,0.25,0.6439361242986621,0.7389947276934994,0.8450157798460208,0.34706011891653826,0.04246987951807229,0.0,0.06453583061889251,0.3326633165829146,0.44501926888640025
